venue_name,match_id,match_home_team,match_away_team,match_date,match_local_time,match_attendance,match_round,match_home_team_goals,match_home_team_behinds,match_home_team_score,match_away_team_goals,match_away_team_behinds,match_away_team_score,match_margin,match_winner,match_weather_temp_c,player_id,player_first_name,player_last_name,player_team,kicks,marks,handballs,disposals,effective_disposals,disposal_efficiency_percentage,goals,behinds,hitouts,tackles,rebounds,inside_fifties,clearances,clangers,free_kicks_for,free_kicks_against,brownlow_votes,contested_possessions,uncontested_possessions,contested_marks,marks_inside_fifty,one_percenters,bounces,goal_assists,time_on_ground_percentage,afl_fantasy_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,turnovers,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,hitouts_to_advantage,hitout_win_percentage,intercept_marks,marks_on_lead,pressure_acts,rating_points,ruck_contests,score_launches,shots_at_goal,spoils,player_position,player_name,position_group,won_match,round_number,weather_MOSTLY_SUNNY,weather_OVERCAST,weather_RAIN,weather_SUNNY,weather_THUNDERSTORMS,weather_WINDY,is_home,match_closeness,team_score,opponent_score
MCG,16590,Carlton,Richmond,2024-03-14,19:30:00,0,1,12,14,86,12,9,81,5,Carlton,22,12415,Mitch,McGovern,Carlton,19,8,7,26,24,92,0,0,0,1,5,4,1,2,0,0,0,8,13,1,0,2,0,1,84,99,0,1,8,595,2,9,0,0,0,0,0,7,17,0,6,0,0.0,3,1,11,15.6,0,4,0,0,BPR,Mitch McGovern,DEF,1,1,0,0,1,0,0,0,1,5,86,81
MCG,16590,Carlton,Richmond,2024-03-14,19:30:00,0,1,12,14,86,12,9,81,5,Carlton,22,12417,George,Hewett,Carlton,8,1,12,20,15,75,0,0,0,6,0,3,6,4,0,2,0,7,13,0,0,0,0,1,82,69,2,4,3,276,5,0,0,0,0,0,0,15,4,2,7,0,0.0,0,0,23,14.5,0,0,0,0,R,George Hewett,MID,1,1,0,0,1,0,0,0,1,5,86,81
MCG,16590,Carlton,Richmond,2024-03-14,19:30:00,0,1,12,14,86,12,9,81,5,Carlton,22,12425,Jayden,Short,Richmond,16,4,3,19,13,68,1,0,0,0,4,6,1,1,1,1,0,7,8,0,0,0,0,0,79,70,0,1,4,477,3,7,0,0,0,0,0,5,10,1,6,0,0.0,0,0,6,14.8,0,3,1,0,HBFL,Jayden Short,DEF,0,1,0,0,1,0,0,0,0,5,81,86
MCG,16590,Carlton,Richmond,2024-03-14,19:30:00,0,1,12,14,86,12,9,81,5,Carlton,22,12428,Charlie,Curnow,Carlton,11,7,3,14,7,50,2,3,0,2,1,2,0,3,1,2,0,8,7,3,4,2,0,0,90,78,0,0,7,220,4,1,2,0,0,4,2,0,4,2,4,0,0.0,1,0,6,3.5,0,0,6,1,FPR,Charlie Curnow,FWD,1,1,0,0,1,0,0,0,1,5,86,81
MCG,16590,Carlton,Richmond,2024-03-14,19:30:00,0,1,12,14,86,12,9,81,5,Carlton,22,12447,Jacob,Hopper,Richmond,9,2,16,25,18,72,0,0,0,2,2,2,2,4,1,0,0,13,12,0,0,0,0,0,82,74,1,1,4,295,6,8,0,0,1,0,0,4,6,1,10,0,0.0,1,0,12,14.9,0,1,0,0,RR,Jacob Hopper,MID,0,1,0,0,1,0,0,0,0,5,81,86
MCG,16590,Carlton,Richmond,2024-03-14,19:30:00,0,1,12,14,86,12,9,81,5,Carlton,22,12463,Matthew,Kennedy,Carlton,8,4,5,13,9,69,1,1,0,2,0,2,1,2,0,1,0,5,9,0,1,0,0,0,74,58,1,0,4,138,5,2,0,0,0,0,0,2,5,3,5,0,0.0,0,0,9,6.2,5,0,3,0,FF,Matthew Kennedy,FWD,1,1,0,0,1,0,0,0,1,5,86,81
MCG,16590,Carlton,Richmond,2024-03-14,19:30:00,0,1,12,14,86,12,9,81,5,Carlton,22,12464,Nathan,Broad,Richmond,9,3,0,9,6,67,0,0,0,3,4,1,0,1,0,0,0,4,2,1,0,8,1,0,98,48,0,0,0,245,1,6,0,0,2,0,0,8,6,0,3,0,0.0,2,0,9,11.7,0,0,0,8,CHB,Nathan Broad,DEF,0,1,0,0,1,0,0,0,0,5,81,86
MCG,16590,Carlton,Richmond,2024-03-14,19:30:00,0,1,12,14,86,12,9,81,5,Carlton,22,12484,David,Cuningham,Carlton,6,2,6,12,10,83,0,0,0,3,1,2,1,1,0,1,0,4,9,0,0,0,1,0,78,45,0,1,3,224,3,3,1,0,0,0,0,4,4,0,4,0,0.0,0,0,17,14.1,0,1,0,0,CHF,David Cuningham,FWD,1,1,0,0,1,0,0,0,1,5,86,81
MCG,16590,Carlton,Richmond,2024-03-14,19:30:00,0,1,12,14,86,12,9,81,5,Carlton,22,12512,Tim,Taranto,Richmond,15,3,6,21,12,57,1,2,0,4,1,5,6,4,1,0,0,10,11,1,0,1,0,1,93,91,4,2,7,453,5,0,1,0,0,0,0,13,8,1,8,0,0.0,0,0,30,15.1,1,1,3,0,C,Tim Taranto,MID,0,1,0,0,1,0,0,0,0,5,81,86
MCG,16590,Carlton,Richmond,2024-03-14,19:30:00,0,1,12,14,86,12,9,81,5,Carlton,22,12517,Nic,Newman,Carlton,19,5,5,24,19,79,0,0,0,7,3,3,2,5,3,2,0,7,15,0,0,2,0,1,82,107,0,2,6,497,4,6,0,0,0,0,0,18,14,0,4,0,0.0,0,0,24,9.7,0,4,0,1,HBFR,Nic Newman,DEF,1,1,0,0,1,0,0,0,1,5,86,81
MCG,16590,Carlton,Richmond,2024-03-14,19:30:00,0,1,12,14,86,12,9,81,5,Carlton,22,12542,Shai,Bolton,Richmond,9,4,9,18,11,61,0,1,0,3,1,4,2,7,0,2,0,6,12,0,1,1,2,1,84,64,1,1,4,240,6,2,0,0,0,0,0,7,5,0,4,0,0.0,0,1,14,0.3,0,1,2,0,HFFR,Shai Bolton,FWD,0,1,0,0,1,0,0,0,0,5,81,86
MCG,16590,Carlton,Richmond,2024-03-14,19:30:00,0,1,12,14,86,12,9,81,5,Carlton,22,12567,Lewis,Young,Carlton,13,9,4,17,16,94,0,0,1,0,4,1,0,2,2,2,0,5,11,1,0,6,0,0,95,71,0,0,2,237,1,7,0,2,3,0,0,2,12,0,2,1,100.0,2,0,3,8.3,1,2,0,6,BPL,Lewis Young,DEF,1,1,0,0,1,0,0,0,1,5,86,81
MCG,16590,Carlton,Richmond,2024-03-14,19:30:00,0,1,12,14,86,12,9,81,5,Carlton,22,12575,Harry,McKay,Carlton,10,6,3,13,8,62,3,0,2,7,0,4,2,2,1,0,0,9,4,4,3,2,0,1,93,103,1,1,6,368,1,1,3,0,0,1,0,3,7,0,2,0,16.7,0,1,17,21.1,12,0,5,2,FPL,Harry McKay,FWD,1,1,0,0,1,0,0,0,1,5,86,81
MCG,16590,Carlton,Richmond,2024-03-14,19:30:00,0,1,12,14,86,12,9,81,5,Carlton,22,12604,Lachie,Fogarty,Carlton,7,3,4,11,9,82,0,0,0,3,0,5,0,2,2,0,0,2,9,0,0,0,0,2,75,52,0,0,2,171,4,2,1,0,0,1,0,3,5,0,0,0,0.0,0,0,10,4.9,0,1,0,0,INT,Lachie Fogarty,MID,1,1,0,0,1,0,0,0,1,5,86,81
MCG,16590,Carlton,Richmond,2024-03-14,19:30:00,0,1,12,14,86,12,9,81,5,Carlton,22,12610,Adam,Cerra,Carlton,8,3,7,15,12,80,1,0,0,6,0,2,3,1,1,1,0,5,10,0,0,1,0,0,76,75,1,2,2,199,2,2,0,0,0,0,0,8,5,0,2,0,0.0,0,0,15,11.3,0,0,1,0,RR,Adam Cerra,MID,1,1,0,0,1,0,0,0,1,5,86,81
MCG,16590,Carlton,Richmond,2024-03-14,19:30:00,0,1,12,14,86,12,9,81,5,Carlton,22,12668,Liam,Baker,Richmond,12,5,6,18,10,56,1,1,0,4,1,5,1,9,2,1,0,7,10,1,2,1,0,0,79,85,0,1,4,359,7,2,1,0,0,0,0,12,4,2,5,0,0.0,0,0,23,4.3,0,2,3,1,CHF,Liam Baker,FWD,0,1,0,0,1,0,0,0,0,5,81,86
MCG,16590,Carlton,Richmond,2024-03-14,19:30:00,0,1,12,14,86,12,9,81,5,Carlton,22,12681,Tom,De Koning,Carlton,8,4,7,15,10,67,1,2,28,6,1,5,2,2,3,2,0,5,10,0,1,3,1,0,77,107,0,2,5,409,0,3,1,1,1,3,1,8,4,0,1,8,45.2,2,1,13,11.3,62,3,3,3,RK,Tom De Koning,RUC,1,1,0,0,1,0,0,0,1,5,86,81
MCG,16590,Carlton,Richmond,2024-03-14,19:30:00,0,1,12,14,86,12,9,81,5,Carlton,22,12686,Noah,Balta,Richmond,19,9,4,23,16,70,3,0,4,0,9,2,1,5,0,2,0,11,10,3,1,1,1,0,92,108,0,1,6,613,6,8,0,0,1,3,3,4,13,3,7,0,50.0,3,1,10,18.1,8,1,3,0,FPL,Noah Balta,FWD,0,1,0,0,1,0,0,0,0,5,81,86
MCG,16590,Carlton,Richmond,2024-03-14,19:30:00,0,1,12,14,86,12,9,81,5,Carlton,22,12712,Jack,Ross,Richmond,11,3,6,17,10,59,0,0,0,1,2,3,2,3,0,0,0,4,12,0,1,1,0,1,88,58,0,2,3,421,3,2,0,0,0,0,0,7,6,0,2,0,0.0,0,0,7,2.1,0,0,0,1,WR,Jack Ross,MID,0,1,0,0,1,0,0,0,0,5,81,86
MCG,16590,Carlton,Richmond,2024-03-14,19:30:00,0,1,12,14,86,12,9,81,5,Carlton,22,12761,Marlion,Pickett,Richmond,7,2,11,18,13,72,0,0,0,3,2,2,2,6,0,2,0,11,9,0,0,1,0,0,84,55,2,0,1,237,3,5,0,0,1,0,0,3,5,1,10,0,0.0,0,1,11,11.8,3,1,0,0,INT,Marlion Pickett,MID,0,1,0,0,1,0,0,0,0,5,81,86
MCG,16590,Carlton,Richmond,2024-03-14,19:30:00,0,1,12,14,86,12,9,81,5,Carlton,22,12823,Matthew,Cottrell,Carlton,7,3,3,10,6,60,1,0,0,0,1,3,0,1,0,0,0,3,8,0,1,2,0,0,86,42,0,0,2,188,2,2,0,0,0,0,0,5,5,0,2,0,0.0,0,0,14,6.0,0,0,1,0,INT,Matthew Cottrell,MID,1,1,0,0,1,0,0,0,1,5,86,81
MCG,16590,Carlton,Richmond,2024-03-14,19:30:00,0,1,12,14,86,12,9,81,5,Carlton,22,12836,Thomson,Dow,Richmond,5,4,11,16,15,94,0,0,0,0,2,2,3,1,0,1,0,7,9,0,0,0,0,2,77,46,0,3,3,170,1,4,0,0,0,0,0,7,5,0,6,0,0.0,0,0,11,7.6,0,1,0,0,INT,Thomson Dow,MID,0,1,0,0,1,0,0,0,0,5,81,86
MCG,16590,Carlton,Richmond,2024-03-14,19:30:00,0,1,12,14,86,12,9,81,5,Carlton,22,12842,Matthew,Owies,Carlton,6,1,3,9,4,44,2,1,0,4,0,2,0,2,2,0,0,3,6,0,1,0,0,0,73,58,0,0,3,235,3,0,1,0,0,1,0,1,2,1,2,0,0.0,0,1,12,8.3,0,0,4,0,HFFL,Matthew Owies,FWD,1,1,0,0,1,0,0,0,1,5,86,81
MCG,16590,Carlton,Richmond,2024-03-14,19:30:00,0,1,12,14,86,12,9,81,5,Carlton,22,12884,Rhyan,Mansell,Richmond,5,1,1,6,5,83,0,1,0,1,0,1,0,1,2,1,0,4,3,0,0,1,0,1,58,24,0,0,3,159,2,1,1,0,0,1,1,2,4,1,2,0,0.0,1,0,9,5.7,0,0,1,1,SUB,Rhyan Mansell,UTIL,0,1,0,0,1,0,0,0,0,5,81,86
MCG,16590,Carlton,Richmond,2024-03-14,19:30:00,0,1,12,14,86,12,9,81,5,Carlton,22,12935,Maurice,Rioli,Richmond,1,1,3,4,3,75,1,0,0,5,0,0,0,2,1,1,0,5,2,1,1,4,0,0,73,36,0,0,2,41,2,1,0,0,0,1,0,6,1,1,1,0,0.0,0,0,22,9.1,0,0,1,1,HFFL,Maurice Rioli,FWD,0,1,0,0,1,0,0,0,0,5,81,86
MCG,16590,Carlton,Richmond,2024-03-14,19:30:00,0,1,12,14,86,12,9,81,5,Carlton,22,12937,Corey,Durdin,Carlton,0,0,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,24,4,0,0,1,5,0,1,0,0,0,0,0,0,0,2,2,0,0.0,0,0,2,2.2,0,0,0,1,SUB,Corey Durdin,UTIL,1,1,0,0,1,0,0,0,1,5,86,81
MCG,16590,Carlton,Richmond,2024-03-14,19:30:00,0,1,12,14,86,12,9,81,5,Carlton,22,12938,Brodie,Kemp,Carlton,12,10,5,17,14,82,0,0,0,1,3,2,0,4,1,0,0,6,11,2,0,5,1,1,100,81,0,0,3,252,6,7,0,1,1,0,0,5,9,0,3,0,0.0,4,0,8,7.1,0,2,1,5,FB,Brodie Kemp,DEF,1,1,0,0,1,0,0,0,1,5,86,81
MCG,16590,Carlton,Richmond,2024-03-14,19:30:00,0,1,12,14,86,12,9,81,5,Carlton,22,12944,Josh,Gibcus,Richmond,1,0,0,1,1,100,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,5,0,0,40,12,0,0,0,-6,0,1,0,1,2,0,0,5,1,0,0,0,0.0,0,0,7,2.4,0,0,0,5,BPR,Josh Gibcus,DEF,0,1,0,0,1,0,0,0,0,5,81,86
MCG,16590,Carlton,Richmond,2024-03-14,19:30:00,0,1,12,14,86,12,9,81,5,Carlton,22,12965,Jordan,Boyd,Carlton,10,4,3,13,9,69,0,1,0,3,3,0,0,3,0,0,0,1,11,0,1,2,0,0,80,61,0,0,2,153,2,3,0,0,1,0,0,10,7,0,1,0,0.0,2,0,14,0.3,0,0,1,2,INT,Jordan Boyd,MID,1,1,0,0,1,0,0,0,1,5,86,81
MCG,16590,Carlton,Richmond,2024-03-14,19:30:00,0,1,12,14,86,12,9,81,5,Carlton,22,12980,Jack,Carroll,Carlton,8,4,12,20,14,70,0,0,0,1,0,6,3,1,0,0,0,7,14,0,0,2,0,0,73,64,3,0,4,242,2,3,0,0,0,0,0,7,4,2,5,0,0.0,1,0,14,11.6,0,2,0,1,INT,Jack Carroll,MID,1,1,0,0,1,0,0,0,1,5,86,81
MCG,16590,Carlton,Richmond,2024-03-14,19:30:00,0,1,12,14,86,12,9,81,5,Carlton,22,13029,Oliver,Hollands,Carlton,7,3,1,8,6,75,1,0,0,2,0,3,1,0,4,0,0,5,4,0,0,1,0,1,79,50,0,1,2,206,4,0,1,0,0,1,0,6,5,0,0,0,0.0,0,1,19,8.2,0,0,1,1,WL,Oliver Hollands,MID,1,1,0,0,1,0,0,0,1,5,86,81
MCG,16590,Carlton,Richmond,2024-03-14,19:30:00,0,1,12,14,86,12,9,81,5,Carlton,22,13044,Tylar,Young,Richmond,2,0,1,3,2,67,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,3,0,0,48,8,0,0,0,91,1,1,0,0,0,0,0,1,1,0,1,0,0.0,0,0,1,3.4,0,0,0,3,FB,Tylar Young,DEF,0,1,0,0,1,0,0,0,0,5,81,86
MCG,16590,Carlton,Richmond,2024-03-14,19:30:00,0,1,12,14,86,12,9,81,5,Carlton,22,13100,Seth,Campbell,Richmond,9,3,4,13,6,46,1,0,0,1,2,3,2,7,0,2,0,6,9,0,0,1,0,0,86,48,0,2,3,222,5,1,0,0,0,0,0,5,3,0,5,0,0.0,0,0,15,2.0,0,2,1,0,INT,Seth Campbell,MID,0,1,0,0,1,0,0,0,0,5,81,86
MCG,16591,Collingwood,Sydney,2024-03-15,19:40:00,0,1,10,9,69,15,12,102,33,Sydney,27,11506,Scott,Pendlebury,Collingwood,14,4,12,26,22,85,0,0,0,2,0,2,8,6,3,2,0,15,10,0,0,1,0,0,79,83,4,4,3,278,6,5,0,0,0,0,0,9,11,0,10,0,0.0,1,0,15,16.4,0,1,0,1,C,Scott Pendlebury,MID,0,1,1,0,0,0,0,0,1,33,69,102
MCG,16591,Collingwood,Sydney,2024-03-15,19:40:00,0,1,10,9,69,15,12,102,33,Sydney,27,11759,Steele,Sidebottom,Collingwood,10,3,6,16,11,69,0,0,0,0,0,1,0,4,1,2,0,2,14,0,0,2,2,0,82,46,0,0,2,241,5,2,0,0,1,0,0,6,8,0,1,0,0.0,0,0,11,2.2,0,0,0,1,WL,Steele Sidebottom,MID,0,1,1,0,0,0,0,0,1,33,69,102
MCG,16591,Collingwood,Sydney,2024-03-15,19:40:00,0,1,10,9,69,15,12,102,33,Sydney,27,11973,Jeremy,Howe,Collingwood,13,6,1,14,11,79,0,1,0,2,5,1,0,2,0,0,0,1,8,0,0,8,0,0,75,68,0,0,2,375,2,2,0,0,0,0,0,3,10,0,1,0,0.0,1,1,4,6.3,0,0,1,8,FB,Jeremy Howe,DEF,0,1,1,0,0,0,0,0,1,33,69,102
MCG,16591,Collingwood,Sydney,2024-03-15,19:40:00,0,1,10,9,69,15,12,102,33,Sydney,27,12029,Will,Hoskin-Elliott,Collingwood,17,2,2,19,12,63,0,0,0,1,4,4,0,4,0,0,0,7,10,0,0,0,0,1,74,65,0,0,2,370,4,5,0,0,0,0,0,5,10,0,7,0,0.0,0,0,13,10.6,0,1,0,0,INT,Will Hoskin-Elliott,MID,0,1,1,0,0,0,0,0,1,33,69,102
MCG,16591,Collingwood,Sydney,2024-03-15,19:40:00,0,1,10,9,69,15,12,102,33,Sydney,27,12038,Harry,Cunningham,Sydney,9,7,9,18,15,83,0,0,0,1,2,2,0,2,0,1,0,6,13,0,0,3,0,1,86,67,0,0,4,131,2,8,0,0,0,0,0,8,7,0,5,0,0.0,1,0,9,6.3,0,0,0,1,HBFR,Harry Cunningham,DEF,1,1,1,0,0,0,0,0,0,33,102,69
MCG,16591,Collingwood,Sydney,2024-03-15,19:40:00,0,1,10,9,69,15,12,102,33,Sydney,27,12067,Jack,Crisp,Collingwood,4,2,11,15,10,67,0,0,0,2,2,0,4,3,0,2,0,8,8,0,0,0,0,0,79,42,2,2,3,126,2,3,0,0,0,0,0,6,2,1,8,0,0.0,1,0,11,5.2,0,1,1,0,R,Jack Crisp,MID,0,1,1,0,0,0,0,0,1,33,69,102
MCG,16591,Collingwood,Sydney,2024-03-15,19:40:00,0,1,10,9,69,15,12,102,33,Sydney,27,12091,Jamie,Elliott,Collingwood,7,5,4,11,7,64,2,0,0,2,0,3,1,2,0,0,0,3,8,0,2,0,0,0,83,64,0,1,4,174,4,0,2,0,0,0,0,1,5,1,2,0,0.0,0,3,18,10.1,0,0,2,0,FF,Jamie Elliott,FWD,0,1,1,0,0,0,0,0,1,33,69,102
MCG,16591,Collingwood,Sydney,2024-03-15,19:40:00,0,1,10,9,69,15,12,102,33,Sydney,27,12148,Dane,Rampe,Sydney,8,2,6,14,12,86,0,0,0,0,6,0,1,3,0,1,0,3,10,0,0,4,0,0,84,39,0,1,3,211,1,4,0,0,1,0,0,3,6,0,3,0,0.0,0,0,3,8.8,0,2,0,4,BPR,Dane Rampe,DEF,1,1,1,0,0,0,0,0,0,33,102,69
MCG,16591,Collingwood,Sydney,2024-03-15,19:40:00,0,1,10,9,69,15,12,102,33,Sydney,27,12223,Brodie,Grundy,Sydney,5,1,3,8,5,63,0,0,22,6,0,2,4,9,4,7,0,7,1,0,0,3,0,1,71,53,2,2,4,92,2,3,0,1,1,1,0,9,3,0,1,8,37.3,1,0,19,8.0,59,5,0,3,RK,Brodie Grundy,RUC,1,1,1,0,0,0,0,0,0,33,102,69
MCG,16591,Collingwood,Sydney,2024-03-15,19:40:00,0,1,10,9,69,15,12,102,33,Sydney,27,12275,Jake,Lloyd,Sydney,9,6,7,16,15,94,0,0,0,3,0,2,0,4,0,1,0,5,11,0,0,1,0,0,76,68,0,0,4,204,5,4,0,0,0,0,0,6,8,1,5,0,0.0,0,0,11,6.5,0,2,0,1,WL,Jake Lloyd,MID,1,1,1,0,0,0,0,0,0,33,102,69
MCG,16591,Collingwood,Sydney,2024-03-15,19:40:00,0,1,10,9,69,15,12,102,33,Sydney,27,12331,Isaac,Heeney,Sydney,15,7,14,29,22,76,2,2,0,4,0,6,4,2,1,0,0,13,14,3,4,1,0,2,82,125,3,1,10,481,3,2,1,0,0,2,2,11,11,0,6,0,0.0,0,0,31,26.0,0,0,4,1,HFFR,Isaac Heeney,FWD,1,1,1,0,0,0,0,0,0,33,102,69
MCG,16591,Collingwood,Sydney,2024-03-15,19:40:00,0,1,10,9,69,15,12,102,33,Sydney,27,12333,Jordan,De Goey,Collingwood,11,7,9,20,12,60,1,0,0,4,1,4,3,3,1,2,0,6,15,1,0,1,0,2,84,89,2,1,5,288,4,2,0,0,0,0,0,7,5,2,3,0,0.0,1,0,14,8.8,0,1,1,1,RR,Jordan De Goey,MID,0,1,1,0,0,0,0,0,1,33,69,102
MCG,16591,Collingwood,Sydney,2024-03-15,19:40:00,0,1,10,9,69,15,12,102,33,Sydney,27,12380,Brayden,Maynard,Collingwood,20,6,2,22,18,82,0,0,0,5,6,3,0,2,3,0,0,7,16,0,0,7,1,1,91,105,0,0,3,522,4,6,0,1,3,0,0,8,17,0,2,0,0.0,1,0,17,14.5,0,0,0,6,BPL,Brayden Maynard,DEF,0,1,1,0,0,0,0,0,1,33,69,102
MCG,16591,Collingwood,Sydney,2024-03-15,19:40:00,0,1,10,9,69,15,12,102,33,Sydney,27,12381,Darcy,Moore,Collingwood,12,8,4,16,11,69,0,0,0,1,7,1,0,4,0,1,0,4,10,0,0,8,0,0,87,69,0,0,1,310,5,6,0,0,0,0,0,3,8,0,4,0,0.0,2,0,5,7.4,0,1,0,8,HBFR,Darcy Moore,DEF,0,1,1,0,0,0,0,0,1,33,69,102
MCG,16591,Collingwood,Sydney,2024-03-15,19:40:00,0,1,10,9,69,15,12,102,33,Sydney,27,12419,Tom,Papley,Sydney,12,4,5,17,10,59,1,1,0,2,0,1,0,1,1,0,0,2,13,0,2,1,0,0,79,74,0,0,6,201,3,0,1,0,0,0,0,2,7,1,1,0,0.0,0,0,14,4.5,0,0,2,0,FPL,Tom Papley,FWD,1,1,1,0,0,0,0,0,0,33,102,69
MCG,16591,Collingwood,Sydney,2024-03-15,19:40:00,0,1,10,9,69,15,12,102,33,Sydney,27,12435,Mason,Cox,Collingwood,5,5,7,12,7,58,0,1,18,1,2,1,2,5,3,3,0,7,5,3,1,1,0,0,73,61,0,2,4,81,4,5,0,0,0,0,0,3,0,0,1,8,50.0,2,1,9,8.1,36,2,1,1,INT,Mason Cox,MID,0,1,1,0,0,0,0,0,1,33,69,102
MCG,16591,Collingwood,Sydney,2024-03-15,19:40:00,0,1,10,9,69,15,12,102,33,Sydney,27,12468,Oleg,Markov,Collingwood,7,5,5,12,10,83,0,0,0,3,1,2,0,3,1,2,0,4,9,0,0,0,0,0,78,53,0,0,1,99,2,4,0,0,0,0,0,5,5,0,3,0,0.0,0,0,10,5.6,0,1,0,0,INT,Oleg Markov,MID,0,1,1,0,0,0,0,0,1,33,69,102
MCG,16591,Collingwood,Sydney,2024-03-15,19:40:00,0,1,10,9,69,15,12,102,33,Sydney,27,12501,Oliver,Florent,Sydney,12,3,9,21,15,71,0,0,0,3,3,0,1,4,0,2,0,9,10,0,0,2,2,0,88,69,0,1,3,252,3,9,0,0,0,0,0,7,8,0,8,0,0.0,1,0,10,15.4,0,1,0,1,HBFL,Oliver Florent,DEF,1,1,1,0,0,0,0,0,0,33,102,69
MCG,16591,Collingwood,Sydney,2024-03-15,19:40:00,0,1,10,9,69,15,12,102,33,Sydney,27,12515,Robbie,Fox,Sydney,7,2,5,12,7,58,0,0,0,3,0,2,0,4,2,1,0,5,7,0,1,3,0,0,93,48,0,0,4,137,5,2,2,0,0,1,0,4,2,1,2,0,0.0,0,0,20,4.4,0,0,1,0,HFFL,Robbie Fox,FWD,1,1,1,0,0,0,0,0,0,33,102,69
MCG,16591,Collingwood,Sydney,2024-03-15,19:40:00,0,1,10,9,69,15,12,102,33,Sydney,27,12516,Will,Hayward,Sydney,6,4,4,10,7,70,0,1,0,5,0,2,0,4,1,2,0,3,7,0,0,1,0,0,83,54,0,0,5,80,3,1,4,0,0,1,0,3,4,1,2,0,0.0,0,0,12,3.7,0,1,1,0,FPR,Will Hayward,FWD,1,1,1,0,0,0,0,0,0,33,102,69
MCG,16591,Collingwood,Sydney,2024-03-15,19:40:00,0,1,10,9,69,15,12,102,33,Sydney,27,12533,Lewis,Melican,Sydney,8,5,1,9,7,78,0,0,0,4,0,2,0,2,0,0,0,3,6,1,0,6,0,1,75,57,0,0,1,55,2,6,0,0,1,0,0,7,6,0,2,0,0.0,4,0,7,7.0,0,0,0,5,BPL,Lewis Melican,DEF,1,1,1,0,0,0,0,0,0,33,102,69
MCG,16591,Collingwood,Sydney,2024-03-15,19:40:00,0,1,10,9,69,15,12,102,33,Sydney,27,12582,Josh,Daicos,Collingwood,9,2,7,16,12,75,1,0,0,0,1,1,1,0,2,0,0,5,11,0,0,0,0,0,86,55,1,0,5,258,2,1,0,0,0,0,0,3,7,1,3,0,0.0,0,0,8,11.1,0,1,1,0,WR,Josh Daicos,MID,0,1,1,0,0,0,0,0,1,33,69,102
MCG,16591,Collingwood,Sydney,2024-03-15,19:40:00,0,1,10,9,69,15,12,102,33,Sydney,27,12586,Patrick,Lipinski,Collingwood,6,4,12,18,13,72,0,0,0,2,0,1,2,2,0,0,0,5,13,0,1,0,0,0,81,62,0,2,5,172,4,2,0,0,0,0,0,7,3,1,4,0,0.0,0,0,14,9.0,0,2,0,0,FPL,Patrick Lipinski,FWD,0,1,1,0,0,0,0,0,1,33,69,102
MCG,16591,Collingwood,Sydney,2024-03-15,19:40:00,0,1,10,9,69,15,12,102,33,Sydney,27,12634,Tom,McCartin,Sydney,12,7,3,15,9,60,0,0,0,2,4,1,0,2,1,1,0,2,11,1,0,8,0,0,90,69,0,0,1,182,5,7,0,1,1,0,0,5,6,0,0,0,0.0,4,0,6,8.7,0,1,0,8,FB,Tom McCartin,DEF,1,1,1,0,0,0,0,0,0,33,102,69
MCG,16591,Collingwood,Sydney,2024-03-15,19:40:00,0,1,10,9,69,15,12,102,33,Sydney,27,12648,Brody,Mihocek,Collingwood,4,2,3,7,4,57,0,1,0,6,0,1,0,2,1,2,0,4,3,1,1,1,0,0,88,44,0,0,2,54,2,0,4,0,0,1,1,4,1,1,1,0,0.0,0,0,16,3.7,0,0,2,1,HFFR,Brody Mihocek,FWD,0,1,1,0,0,0,0,0,1,33,69,102
MCG,16591,Collingwood,Sydney,2024-03-15,19:40:00,0,1,10,9,69,15,12,102,33,Sydney,27,12666,Darcy,Cameron,Collingwood,11,4,6,17,13,77,1,0,20,1,1,3,5,5,4,2,0,11,6,1,1,3,0,0,78,85,2,3,3,207,2,3,0,0,1,1,1,5,8,2,5,5,43.5,1,1,13,19.1,46,2,1,2,RK,Darcy Cameron,RUC,0,1,1,0,0,0,0,0,1,33,69,102
MCG,16591,Collingwood,Sydney,2024-03-15,19:40:00,0,1,10,9,69,15,12,102,33,Sydney,27,12699,Nick,Blakey,Sydney,18,5,1,19,17,90,0,0,0,1,7,4,0,2,2,0,0,2,10,0,0,6,0,1,81,77,0,0,4,649,5,4,0,0,1,0,0,2,16,0,1,0,0.0,0,0,5,14.2,0,1,0,5,CHB,Nick Blakey,DEF,1,1,1,0,0,0,0,0,0,33,102,69
MCG,16591,Collingwood,Sydney,2024-03-15,19:40:00,0,1,10,9,69,15,12,102,33,Sydney,27,12704,Lachie,Schultz,Collingwood,6,3,4,10,7,70,2,0,0,2,0,3,0,0,0,0,0,3,7,0,1,2,0,0,81,55,0,0,5,211,1,2,1,0,0,0,0,5,5,1,3,0,0.0,0,0,21,10.5,0,1,2,2,HFFL,Lachie Schultz,FWD,0,1,1,0,0,0,0,0,1,33,69,102
